CODIGO ESTACION,NOMBRE ESTACION,COD_REGION,REGION,COMUNA,LAT,LONG,UTM_ESTE,UTM_NORTE,ALTITUD
10356001,RIO NEGRO EN CHAHUILCO,10,DE LOS LAGOS,RIO NEGRO,404259,731317,650225,5491195,45
10360002,ADOLFO MATTHEI,10,DE LOS LAGOS,OSORNO,403526,730644,659747,5504992,55
10363003,RAHUE ALTO,10,DE LOS LAGOS,OSORNO,403358,730944,655580,5507706,45
10363004,OSORNO,10,DE LOS LAGOS,OSORNO,403419,730716,659046,5506985,30
10371001,TRINIDAD,10,DE LOS LAGOS,SAN JUAN DE LA COSTA,401854,732560,633124,5536117,40
10372001,VENECIA,10,DE LOS LAGOS,PANGUIPULLI,401138,732552,633550,5549527,900
10401002,BAHIA MANSA,10,DE LOS LAGOS,SAN JUAN DE LA COSTA,403509,734358,607241,5506446,84
10405002,RIO HUEYUSCA EN CAMARONES,10,DE LOS LAGOS,FRESIA,405953,733712,616064,5460532,40
10405004,LLICO BAJO,10,DE LOS LAGOS,LOS MUERMOS,411712,735007,597534,5428685,19
10405006,CA—ITAS,10,DE LOS LAGOS,LOS MUERMOS,411902,732718,629313,5424876,123
10405007,HUEYUSCA,10,DE LOS LAGOS,PURRANQUE,405959,733508,618959,5460310,50
10410004,FRUTILLAR,10,DE LOS LAGOS,FRUTILLAR,410751,730349,662536,5444924,142
10410005,LA ENSENADA,10,DE LOS LAGOS,PUERTO VARAS,411337,723405,703844,5433117,62
10410015,CASCADA,10,DE LOS LAGOS,OSORNO,410444,723758,698868,5449798,75
10417001,MAULLIN,10,DE LOS LAGOS,MAULLIN,413710,733610,616393,5391547,5
10423000,CALBUCO,10,DE LOS LAGOS,CALBUCO,414751,731108,650746,5371115,7
10425001,PUERTO MONTT,10,DE LOS LAGOS,PUERTO MONTT,412746,725646,671522,5407833,90
10430001,LAGO CHAPO,10,DE LOS LAGOS,PUERTO MONTT,412459,723545,700916,5412232,270
10430005,LAGO CHAPO (LM),10,DE LOS LAGOS,PUERTO MONTT,412602,723440,702367,5410233,290
10432004,PELLUCO (U. AUSTRAL),10,DE LOS LAGOS,PUERTO MONTT,412928,725345,675656,5404504,25
10451000,MONTE TRONADOR EN CASA PANGUE,10,DE LOS LAGOS,LLANQUIHUE,410434,715238,258284,5448799,430
10454009,METEOROLOGICA PEULLA,10,DE LOS LAGOS,PUERTO VARAS,410507,720109,750384,5447493,200
10512000,LLANADA GRANDE,10,DE LOS LAGOS,COCHAMO,415212,715622,256053,5360475,248
10520001,RIO PUELO EN DESAGUE LAGO TAGUA TAGUA,10,DE LOS LAGOS,COCHAMO,413839,721020,735509,5385881,22
10523001,PUELO,10,DE LOS LAGOS,COCHAMO,413930,721803,724729,5384637,5
10610001,HORNOPIREN,10,DE LOS LAGOS,HUALAIHUE,415621,722605,712649,5353805,25
10683001,CHAITEN,10,DE LOS LAGOS,CHAITEN,425453,724239,686856,5246027,10
10683002,RIO BLANCO EN CHAITEN,10,DE LOS LAGOS,CHAITEN,425520,724223,687175,5245250,10
10683003,CHAIT…N METEOROL”GICA,10,DE LOS LAGOS,CHAITEN,425512,724237,686888,5245532,526
10701001,LAGO ESPOLON,10,DE LOS LAGOS,FUTALEUFU,431256,715660,260388,5211017,350
10704001,PALENA,10,DE LOS LAGOS,PALENA,433643,714808,273868,5167405,275
10704002,RIO FUTALEUFU ANTE JUNTA RIO MALITO,10,DE LOS LAGOS,FUTALEUFU,432712,720635,733845,5184770,42
10704003,PUERTO RAMIREZ,10,DE LOS LAGOS,PALENA,432919,720709,732948,5180891,53
10710001,PUERTO CARDENAS,10,DE LOS LAGOS,CHAITEN,431028,722560,708616,5216614,47
10900001,QUEMCHI,10,DE LOS LAGOS,QUEMCHI,420924,732925,624724,5331715,5
10900002,ANCUD 2 (DOH),10,DE LOS LAGOS,ANCUD,415248,734747,599873,5362857,9
10901002,CASTRO 1 (DGA),10,DE LOS LAGOS,CASTRO,422729,734628,600771,5298552,50
10901003,CHONCHI,10,DE LOS LAGOS,CASTRO,423705,734620,600695,5280855,30
10901004,CASTRO 2  (DOH),10,DE LOS LAGOS,CASTRO,422849,734627,600760,5296177,20
10902002,QUELLON,10,DE LOS LAGOS,QUELLON,430648,733710,612319,5225689,50
10903003,ANCUD 1 (DGA),10,DE LOS LAGOS,ANCUD,415150,734922,597708,5364670,20
10904005,CHEPU,10,DE LOS LAGOS,ANCUD,420240,735736,586061,5344762,20
10906004,CUCAO,10,DE LOS LAGOS,CHONCHI,423728,740630,573110,5280496,12
11023001,VALLE RIO FRIO,10,DE LOS LAGOS,CHAITEN,433020,722042,714631,5179609,215
11023002,VILLA SANTA LUCIA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,PALENA,432440,722155,713315,5190159,327
11031001,LAGO VERDE,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,LAGO VERDE,441424,715049,272670,5097538,350
11033001,VILLA ALEGRE (L.E.),10,DE LOS LAGOS,PALENA,440401,721203,724181,5116792,150
11034001,BORDALIT,10,DE LOS LAGOS,PALENA,440251,721857,715029,5119357,90
11041001,LA JUNTA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CISNES,435746,722408,708417,5128970,45
11041005,RISSOPATRON,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CISNES,441141,722948,700046,5103452,518
11043001,MARIN BALMACEDA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CISNES,434631,725712,664718,5151061,10
11120001,PUERTO PUYUHUAPI,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CISNES,441924,723319,694948,5089298,10
11120002,PUERTO GALA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,AISEN,441620,731254,642455,5096342,167
11140001,RIO CISNES,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,442949,711854,315952,5070323,740
11143003,LA TAPERA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,443850,714025,287978,5052668,550
11144002,CISNES MEDIO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,LAGO VERDE,444006,721608,240877,5048678,180
11147003,PUERTO CISNES,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CISNES,444334,724055,683567,5044860,10
11147004,PORTEZUELO QUEULAT,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CISNES,443535,722512,704778,5059016,518
11180000,ISLAS HUICHAS,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,AISEN,450919,733101,616572,4998719,6
11201001,MELINKA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CISNES,435347,734500,600396,5138786,0
11300001,ESTANCIA BA—O NUEVO,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,COIHAIQUE,451607,713137,301767,4984102,700
11302002,—IREHUAO,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,COIHAIQUE,451613,714235,287446,4983444,535
11304001,VILLA MA—IHUALES,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,LAGO VERDE,450842,720818,724973,4996957,150
11307002,VILLA ORTEGA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,452217,715849,266633,4971463,550
11310003,RIO BLANCO CHICO ANTES JUNTA OSCURO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,455328,714327,288629,4914439,515
11313001,SEIS LAGUNAS,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,454316,721259,716619,4933169,396
11314001,RIO POLLUX ANTES JUNTA SIMPSON,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,453735,720654,724893,4943406,226
11314002,CERRO DIVISADERO EN EL FRAILE,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,453739,720015,265822,4942955,1190
11314003,RIO POLLUX EN DESAGUE LAGO FRIO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,453952,715744,269247,4938965,517
11315006,TENIENTE VIDAL,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,453548,720649,725116,4946711,308
11316003,COYHAIQUE (ESCUELA AGRICOLA),11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,453418,720136,732010,4949233,343
11316004,COYHAIQUE ALTO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,452850,713616,296460,4960351,730
11317001,RIO SIMPSON BAJO JUNTA COYHAIQUE,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,453305,720405,728844,4951583,210
11317005,COYHAIQUE CONAF,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,453256,720313,729985,4951860,340
11318002,EL BALSEO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,AISEN,452426,722842,697342,4968711,25
11331001,RIO LA PALOMA ANTES RÕO DESAGUE,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,COIHAIQUE,454822,722525,700189,4924266,232
11333001,RIO DESAGUE BAJO JUNTA RIO PALOMA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,454650,722758,696977,4927211,217
11342001,RIO AYSEN EN PUERTO AYSEN,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,AISEN,452427,723723,685996,4969031,32
11342002,PUERTO AYSEN,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,AISEN,452402,724200,680015,4969883,10
11400001,PUERTO CHACABUCO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,AISEN,452744,724857,670752,4963378,20
11420000,RIO EXPLORADORES EN NACIMIENTO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,463003,730901,181552,4841920,144
11440000,LAGUNA SAN RAFAEL,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,AISEN,463818,735220,127120,4823478,3
11480000,RIO HUEMULES EN GLACIAR STEFFEN,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,TORTEL,473233,734024,148353,4723959,24
11503001,VILLA CERRO CASTILLO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,RIO IBAGNEZ,460716,720931,719541,4888563,345
11505001,RIO IBA—EZ EN DESEMBOCADURA,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,RIO IBAGNEZ,461607,715920,269691,4871772,220
11510002,LAGO GENERAL CARRERA PUERTO IBA—EZ,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,RIO IBAGNEZ,461741,715530,274720,4869047,341
11511001,PUERTO IBA—EZ,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,RIO IBAGNEZ,461721,715601,274023,4869542,215
11513001,BAHIA MURTA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,RIO IBAGNEZ,462721,724021,678727,4852681,240
11513007,PUERTO SANCHEZ,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,RIO IBAGNEZ,463530,723521,684673,4837387,204
11514001,RIO MURTA EN DESEMBOCADURA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,RIO IBAGNEZ,462651,724309,675171,4853711,219
11515003,PUERTO TRANQUILO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,RIO IBAGNEZ,463727,724028,678034,4833972,210
11517002,LAGO GENERAL CARRERA EN DESAG‹E,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,CHILE CHICO,465047,724812,667488,4809556,210
11520005,RIO JEINIMENI EN NACIMIENTO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CHILE CHICO,465006,720032,728093,4808826,845
11521002,CHILE CHICO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CHILE CHICO,463236,714158,293045,4842028,215
11521005,LAGO GENERAL CARRERA FACHINAL,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CHILE CHICO,463236,721335,712642,4841838,18
11521007,PASO LAS LLAVES,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CHILE CHICO,463531,721949,704503,4836717,295
11521008,LAGO GENERAL CARRERA MALLIN GRANDE,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CHILE CHICO,464119,722647,695261,4826271,204
11523001,PUERTO GUADAL,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,RIO IBAGNEZ,465033,724221,674924,4809774,210
11523002,LAGO GENERAL CARRERA EN PUERTO GUADAL,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CHILE CHICO,465031,724150,675572,4809818,205
11532000,RIO NEF ANTES JUNTA ESTERO EL REBALSE (EF),11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,470823,730515,190073,4771212,295
11532001,RIO NEF ANTES JUNTA ESTERO EL REBALSE,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,470824,730524,189888,4771157,295
11533001,ESTANCIA VALLE CHACABUCO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,470707,722938,690111,4778603,343
11536001,RIO COCHRANE EN COCHRANE,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,471514,723403,684042,4763756,140
11536003,AERODROMO COCHRANE,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,471439,723459,682915,4764767,200
11536004,RIO BAKER EN ANGOSTURA CHACABUCO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,470829,724332,672452,4776617,160
11537001,ESTERO DESCARGA GLACIAR CALLUQUEO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,473525,722704,240534,4723475,0
11540000,LAGO CACHET 2 EN GLACIAR COLONIA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,471209,731522,177673,4763550,451
11541000,RIO COLONIA EN NACIMIENTO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COCHRANE,472042,730733,188377,4748237,164
11546001,CALETA TORTEL,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,TORTEL,474743,733155,609950,4705413,10
11553002,PUERTO BERTRAND,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,CHILE CHICO,470100,724900,665942,4790570,400
11614001,RIO BRAVO,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,480158,730121,647416,4678164,36
11700001,RIO MAYER RETEN,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,481230,721922,698904,4656973,450
11700002,MAYER FRONTERA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,COIHAIQUE,481159,721957,698206,4658060,471
11701002,VILLA OHIGGINS,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,482809,723332,680440,4628567,270
11701003,RIO  MOSCO ANTE JUNTA RIO MAYER,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,482840,723208,682125,4627661,309
11701004,RIO DESAGUE EN LAGO CISNE,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,482658,723717,675881,4631011,274
11702000,LAGO O'HIGGINS EN VILLA O'HIGGINS,11,DE AISEN DEL GRAL.CARLOS IBA—EZ,O`HIGGINS,483060,723541,677617,4623478,300
11704001,CANDELARIO MANCILLA,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,485239,724422,665735,4583697,300
11706000,GLACIAR O'HIGGINS EN PUNTA NAHUELCAR,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,485552,730805,197188,4571969,276
11710000,RIO PASCUA EN DESAGUE LAGO O'HIGGINS,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,482257,725738,651000,4639162,260
11711000,RIO PASCUA ANTE JUNTA RIO QUETRU,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,O`HIGGINS,480933,730518,642160,4664247,20
11800000,FIORDO JORGE MONTT,11,DE AISEN DEL GRAL.CARLOS IBA?ÊEZ,TORTEL,481513,732736,168982,4645892,193
12000000,FIORDO TEMPANOS,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,484208,735917,133052,4593620,50
12080001,FIORDO PEEL,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,502240,733337,175805,4409432,10
12125001,PUERTO EDEN,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,490726,742425,543272,4558617,10
12125002,RIO PUNTA EVA EN PUERTO EDEN,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,490520,742512,542351,4562491,10
12127001,FIORDO STANGE,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,494311,744331,87414,4476790,52
12210000,FIORDO AMALIA,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,505745,734606,165215,4343522,45
12250001,GLACIAR BERNAL,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,515219,731854,202990,4244398,5
12271000,RIO TALCAHUANO EN PENINSULA ANTONIO VARAS,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,514446,725358,645012,4265120,14
12273000,GLACIAR BALMACEDA,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,512515,730600,214977,4295402,5
12280002,RIO PAINE EN PARQUE NACIONAL 2,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,505748,724731,655052,4351933,90
12280004,LAGO DICKSON,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,504926,730645,632950,4368069,200
12280006,LAGO PAINE,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,505020,724954,652661,4365859,446
12283001,CERRO GUIDO,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,505628,722720,678752,4353651,230
12283002,ESTANCIA RIO PAINE,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,511410,725408,646451,4321710,150
12283003,LAGO PEHOE,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,510426,730534,633609,4340232,40
12283004,LAGUNA AZUL,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,505244,724358,659503,4361078,240
12283005,ESTANCIA LA PORFIADA,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,504508,724343,660221,4375268,1783
12284006,RIO LAS CHINAS EN CERRO GUIDO,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,510101,723018,674997,4345330,75
12284009,LAGO SARMIENTO,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,510246,725329,647801,4342922,110
12284010,CERRO CASTILLO,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,511520,722042,685264,4318394,130
12286001,TORRES DEL PAINE,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,511029,725714,643037,4328761,25
12286002,RIO RINCON EN RUTA Y-290,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,511855,724952,651149,4312887,36
12287002,LAGO GREY,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,510643,730644,632134,4336027,50
12288000,GLACIAR TYNDALL EN CAMPAMENTO ZAPATA,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,510702,731657,200321,4328426,350
12288003,RIO TINDALL EN DESEMBOCADURA,12,DE MAGALLANES Y DE LA ANTARTICA,TORRES DEL PAINE,511538,730933,628434,4319583,18
12289001,RIO SERRANO EN DESEMBOCADURA,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,512102,730608,632155,4309481,25
12293001,PUERTO NATALES,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,514421,722734,675403,4264919,45
12321001,ISLA DIEGO DE ALMAGRO,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,513340,751005,488350,4287761,25
12400001,CASAS VIEJAS,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,514201,721934,684769,4268925,230
12400002,RUBENS EN RUTA N. 9,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,520220,715631,298220,4230430,190
12400003,RIO TRANQUILO EN RUTA N∞9,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,514902,720942,695627,4255492,30
12400006,ESTACION DOROTEA,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,513616,722004,684585,4279588,470
12402000,LAGO ANIBAL PINTO,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,520532,722614,675561,4225595,51
12403000,SENO OBSTRUCCI”N,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,521237,722838,672373,4212584,4
12440001,ROCALLOSAS,12,DE MAGALLANES Y DE LA ANTARTICA,RIO VERDE,523933,715826,298876,4161501,10
12448001,RIO GRANDE EN ISLA RIESCO,12,DE MAGALLANES Y DE LA ANTARTICA,RIO VERDE,525958,715228,307118,4123932,5
12449001,ISLA RIESCO,12,DE MAGALLANES Y DE LA ANTARTICA,RIO VERDE,525159,713316,328057,4139545,10
12449002,CORDILLERA RIESCO,12,DE MAGALLANES Y DE LA ANTARTICA,RIO VERDE,525037,714552,313831,4141546,456
12452001,RIO PEREZ EN DESEMBOCADURA,12,DE MAGALLANES Y DE LA ANTARTICA,RIO VERDE,523307,715848,297964,4173392,20
12452002,RIO PEREZ,12,DE MAGALLANES Y DE LA ANTARTICA,RIO VERDE,523259,715738,299282,4173700,5
12454001,RIO VERDE,12,DE MAGALLANES Y DE LA ANTARTICA,RIO VERDE,523860,712748,333357,4163823,10
12530001,SAN GREGORIO,12,DE MAGALLANES Y DE LA ANTARTICA,SAN GREGORIO,523358,700412,427467,4175463,3
12540001,OHIGGINS VILLA,12,DE MAGALLANES Y DE LA ANTARTICA,SAN GREGORIO,521858,694117,453096,4203458,70
12560001,LAURITA,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530656,710739,357613,4112759,616
12582001,RIO SAN JUAN EN DESEMBOCADURA,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,533743,705931,368283,4055951,8
12582002,SAN JUAN,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,533828,705652,371231,4054632,5
12582003,LAGO PARRILLAR,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,532408,711506,350315,4080609,320
12583001,LA BAGLINA,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,533715,705527,372729,4056815,10
12585003,LE—ADURA ALTA,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,531353,710713,358484,4099877,400
12586001,RIO LAS MINAS EN BT. SENDOS,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530830,705917,367016,4110136,185
12586004,PUNTA ARENAS,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530748,705315,373715,4111604,5
12586005,LAGUNA LYNCH,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,531022,710004,366252,4106644,140
12586006,CERRO MIRADOR,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530846,710016,365951,4109610,580
12586007,LAS MINAS,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530840,705902,367306,4109810,155
12586009,CANAL DE TRASVASE ESTERO LLAU-LLAU,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530728,705612,370393,4112123,80
12586010,MAGDALENA GIGLIO 2,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530827,710322,362466,4110086,432
12586014,LORETO,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530727,710135,364406,4111998,433
12587000,BITSCH ALTO,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,530441,705824,367823,4117241,328
12600001,RIO RUBENS EN RUTA N 9,12,DE MAGALLANES Y DE LA ANTARTICA,NATALES,520210,715651,297846,4230835,180
12620000,PENITENTE ALTO,12,DE MAGALLANES Y DE LA ANTARTICA,LAGUNA BLANCA,521237,714051,316845,4212189,290
12622001,RIO PENITENTE EN MORRO CHICO,12,DE MAGALLANES Y DE LA ANTARTICA,LAGUNA BLANCA,520241,712434,334760,4231243,170
12622002,VILLA TEHUELCHE,12,DE MAGALLANES Y DE LA ANTARTICA,LAGUNA BLANCA,522541,712458,335730,4188615,190
12640001,TENIENTE MERINO,12,DE MAGALLANES Y DE LA ANTARTICA,SAN GREGORIO,520131,704405,380988,4234736,160
12680001,MONTE AYMOND,12,DE MAGALLANES Y DE LA ANTARTICA,SAN GREGORIO,520727,694600,447507,4224868,160
12730001,GLACIAR SNORING,12,DE MAGALLANES Y DE LA ANTARTICA,PUNTA ARENAS,534324,723630,261956,4041213,0
12802001,RIO SIDE EN CERRO SOMBRERO,12,DE MAGALLANES Y DE LA ANTARTICA,PRIMAVERA,524605,691703,480819,4153503,10
12802002,CERRO SOMBRERO,12,DE MAGALLANES Y DE LA ANTARTICA,PRIMAVERA,524627,691714,480631,4152798,30
12803000,BAHIA LOMAS,12,DE MAGALLANES Y DE LA ANTARTICA,PRIMAVERA,523250,691908,478376,4178051,10
12806004,BAHIA SAN FELIPE,12,DE MAGALLANES Y DE LA ANTARTICA,PRIMAVERA,525256,695652,436216,4140406,10
12809001,PORVENIR,12,DE MAGALLANES Y DE LA ANTARTICA,PORVENIR,531739,702210,408721,4094140,35
12815001,ONAISIN EN MARIA CRISTINA,12,DE MAGALLANES Y DE LA ANTARTICA,PORVENIR,531822,691605,482138,4093651,30
12816001,CAMERON,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,533823,693842,457359,4056358,10
12820001,RIO CALETA EN TIERRA DEL FUEGO,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,534902,700956,423265,4036179,280
12820002,PUERTO YARTOU,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,535311,700827,425013,4028515,5
12821000,RIO CONDOR,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,535951,700441,429325,4016213,10
12825002,RIO AZOPARDO EN DESEMBOCADURA,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,543010,684933,511283,3960525,32
12825003,RIO BETBEDER EN DESEMBOCADURA,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,543343,684856,511924,3953912,60
12863001,SAN SEBASTIAN,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,531915,683939,522597,4091997,20
12873001,RUSSFIN,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,534536,691133,487316,4043151,225
12875000,LAGO BLANCO,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,540311,685729,502745,4010574,120
12876001,RIO GRANDE EN TIERRA DEL FUEGO,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,535332,685255,507762,4028448,100
12876002,SECCION RIO GRANDE,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,535348,685506,505366,4027844,130
12876003,PAMPA HUANACO,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,540303,684812,512883,4010794,150
12878002,BAHIA YENDEGAIA,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,545258,684057,520370,3918198,10
12879000,LAGO DESEADO,12,DE MAGALLANES Y DE LA ANTARTICA,TINAUKEL,542026,684932,511336,3978576,170
12920001,GLACIAR FOUQUE,12,DE MAGALLANES Y DE LA ANTARTICA,CABO DE HORNOS,550810,693220,465652,3889933,50
