CODIGO ESTACION,NOMBRE ESTACION,COD_REGION,REGION,COMUNA,LAT,LONG,UTM_ESTE,UTM_NORTE,ALTITUD
1000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,173542,692836,449416,8054572,4080
1001005,CAQUENA,1,DE TARAPACA,PUTRE,180315,691206,478657,8003813,4400
1010007,CHUNGARA RETEN,1,DE TARAPACA,PUTRE,181652,690817,485395,7978695,4570
1010008,MISSITUNI,1,DE TARAPACA,PUTRE,182052,690803,485824,7971306,4720
1010009,CHUNGARA GUARDERIA,1,DE TARAPACA,PUTRE,181601,690660,487667,7980251,4600
1010010,CHUNGARA AJATA,1,DE TARAPACA,PUTRE,181407,691060,480626,7983770,4585
1020002,RIO DESAGUADERO COTACOTANI,1,DE TARAPACA,PUTRE,181126,691527,472777,7988713,4500
1020013,ISLA BLANCA,1,DE TARAPACA,PUTRE,181109,691251,477350,7989216,4540
1020014,COTACOTANI,1,DE TARAPACA,PUTRE,181127,691437,474243,7988679,4550
1020015,PARINACOTA CONAF DGA,1,DE TARAPACA,PUTRE,181205,691606,471624,7987487,4420
1020016,CHUCUYO RETEN,1,DE TARAPACA,PUTRE,181258,691904,466400,7985875,4400
1020017,PARINACOTA EX ENDESA,1,DE TARAPACA,PUTRE,181214,691606,471615,7987222,4420
1020018,CHUCUYO (EX. ENDESA),1,DE TARAPACA,PUTRE,181305,691917,466017,7985634,4400
1021002,RIO GUALLATIRE EN GUALLATIRE,1,DE TARAPACA,PUTRE,182948,690905,484016,7954866,4280
1021007,GUALLATIRE,1,DE TARAPACA,PUTRE,182951,690915,483736,7954769,4240
1030003,CHILCAYA,1,DE TARAPACA,PUTRE,184738,690505,491077,7921963,4270
1041002,RIO ISLUGA EN BOCATOMA,1,DE TARAPACA,COLCHANE,191620,684059,533306,7869011,4000
1041003,COLCHANE (T. ISLUGA),1,DE TARAPACA,COLCHANE,191635,683817,538022,7868565,3700
1041004,ENQUELGA (EX CARAGUANO),1,DE TARAPACA,COLCHANE,191357,684823,520551,7873933,3900
1042001,CANCOSA,1,DE TARAPACA,PICA,195119,683606,541707,7804456,3930
1042002,HUAYTANI,1,DE TARAPACA,COLCHANE,193238,683614,541556,7838936,3950
1044001,RIO CANCOSA EN EL TAMBO,1,DE TARAPACA,POZO ALMONTE,195124,683516,543139,7804317,3753
1050002,RIO PIGA EN COLLACAGUA,1,DE TARAPACA,PICA,200216,684959,517456,7784322,3926
1050004,RIO COLLACAGUA EN PE—ABLANCA,1,DE TARAPACA,PICA,200610,685037,516357,7777125,3853
1050007,COYACAGUA,1,DE TARAPACA,PICA,200216,684949,517758,7784315,3920
1050009,DIABLO MARCA,1,DE TARAPACA,PICA,200616,685805,503352,7777034,4585
1050010,SILLILLICA,1,DE TARAPACA,PICA,201004,684416,527450,7769951,3840
1051003,SALAR HUASCO,1,DE TARAPACA,PICA,201634,685310,511892,7757931,3800
1051004,ALTOS DEL HUASCO,1,DE TARAPACA,PICA,201917,685334,511245,7752971,4044
1080001,UJINA,1,DE TARAPACA,PICA,205818,683739,537876,7679528,4300
1080002,COLLAHUASI,1,DE TARAPACA,PICA,205946,684807,520585,7678240,4250
1110001,PUQUIOS,1,DE TARAPACA,ARICA,181029,694438,421322,7990299,3750
1110004,LA CONCORDIA B1,1,DE TARAPACA,ARICA,182052,702201,355581,7970787,29
1200002,VILLA INDUSTRIAL (TACORA),1,DE TARAPACA,GENERAL LAGOS,174619,694327,423234,8034895,4080
1200003,HUMAPALCA,1,DE TARAPACA,GENERAL LAGOS,175007,694214,425418,8027904,3980
1200004,VOLCAN TACORA,1,DE TARAPACA,GENERAL LAGOS,174139,694622,418055,8043488,5047
1201003,RIO LLUTA EN ALCERRECA,1,DE TARAPACA,GENERAL LAGOS,180013,693758,433023,8009292,3550
1201005,RIO CARACARANI EN HUMAPALCA,1,DE TARAPACA,GENERAL LAGOS,175019,694223,425137,8027537,3908
1201010,ALCERRECA,1,DE TARAPACA,GENERAL LAGOS,175926,693938,430067,8010722,3990
1201011,METEOROLOGICA DE COLPITAS,1,DE TARAPACA,GENERAL LAGOS,175712,692709,452082,8014925,4140
1202009,PACOLLO,1,DE TARAPACA,PUTRE,181037,693033,446149,7990138,4185
1202010,PUTRE,1,DE TARAPACA,PUTRE,181157,693337,440751,7987664,3545
1202011,LAS CUEVAS CONAF,1,DE TARAPACA,PUTRE,181238,693037,446042,7986419,4060
1202012,PUTRE (DCP),1,DE TARAPACA,PUTRE,181142,693333,440879,7988163,3560
1202013,QUEBRADA SOCOROMA,1,DE TARAPACA,PUTRE,181522,693623,435895,7981378,2975
1202014,PACOLLO EN REGIMIENTO N∞24,15,DE ARICA Y PARINACOTA,PUTRE,181047,693027,446328,7989856,4179
1210010,CORONAMIENTO PRESA EMBALSE CHIRONTA (EM EC),15,DE ARICA Y PARINACOTA,ARICA,181837,694508,420506,7975322,1759
1210011,ESTACI”N CENTRAL,15,DE ARICA Y PARINACOTA,ARICA,182144,695733,398665,7969471,1490
1210012,POZO POCONCHILE,15,DE ARICA Y PARINACOTA,ARICA,182651,700414,386952,7959969,542
1211006,LLUTA,1,DE TARAPACA,ARICA,182437,701009,376506,7963998,290
1300004,MURMUNTANE,1,DE TARAPACA,PUTRE,182107,693307,441683,7970762,3550
1300005,PORTEZUELO CHAPIQUI—A,1,DE TARAPACA,PUTRE,181938,692758,450745,7973523,4375
1300006,CENTRAL CHAPIQUI—A,1,DE TARAPACA,ARICA,182219,693252,442121,7968569,3350
1300007,BELEN,1,DE TARAPACA,PUTRE,182804,693101,445416,7957986,3240
1300008,TIGNAMAR,1,DE TARAPACA,PUTRE,183452,692939,447864,7945454,3230
1300009,RIO TICNAMAR EN ANGOSTURA,1,DE TARAPACA,PUTRE,183049,693355,440319,7952869,3010
1300010,COPAQUILLA,1,DE TARAPACA,PUTRE,182324,693748,433133,7965719,2900
1310018,ARICA OFICINA,1,DE TARAPACA,ARICA,182840,701915,360557,7956456,20
1310019,AZAPA,1,DE TARAPACA,ARICA,183059,701048,375451,7952288,365
1310021,U. DEL NORTE,1,DE TARAPACA,ARICA,182900,701737,363417,7955824,55
1310022, EL BUITRE AERODROMO,1,DE TARAPACA,ARICA,183043,701703,364437,7952665,110
1310085,TIMAR,15,DE ARICA Y PARINACOTA,ARICA,184351,694238,425093,7928805,2459
1310086,POZO AZAPA KM.35,15,DE ARICA Y PARINACOTA,ARICA,183448,695953,394689,7945351,710
1310087,POZO DGA AZAPA Km 50,15,DE ARICA Y PARINACOTA,ARICA,183515,695040,410903,7944604,1142
1410011,CHACA,1,DE TARAPACA,ARICA,184901,700900,378819,7919009,350
1410012,CODPA,1,DE TARAPACA,CAMARONES,184957,694438,421621,7917556,1870
1410013,UMIRPA,1,DE TARAPACA,ARICA,184502,692436,462053,7926734,3920
1410014,POZO DGA CHACA A-37,15,DE ARICA Y PARINACOTA,ARICA,184819,700922,378171,7920321,332
1410015,POZO VITOR A-32,15,DE ARICA Y PARINACOTA,ARICA,184632,701547,366877,7923534,110
1501001,CARITAYA EMBALSE,1,DE TARAPACA,CAMARONES,190129,692010,464627,7896377,3600
1502006,CUYA,1,DE TARAPACA,ARICA,190642,700737,381457,7886408,200
1502007,ESQUI—A,1,DE TARAPACA,CAMARONES,185614,693147,444221,7906029,2170
1502008,RIO CAMARONES EN CHILPE,1,DE TARAPACA,CAMARONES,185630,693702,435013,7905513,1565
1502009,METEOROLOGICA DE CAMARONES,1,DE TARAPACA,CAMARONES,190029,695120,409950,7898066,728
1610003,PUMIRE,1,DE TARAPACA,COLCHANE,190543,690639,488340,7888600,4150
1610004,Q. CAMI—A 3 KM. A. ARRIBA DE TARCAVIRE,1,DE TARAPACA,CAMIGNA,190702,691434,474328,7886124,3848
1611001,CAMI—A,1,DE TARAPACA,CAMIGNA,191846,692538,455103,7864544,2500
1611002,APAMILCA (CAMI—A),1,DE TARAPACA,CAMIGNA,191748,692312,459374,7866274,2600
1700008,ESMERALDA,1,DE TARAPACA,PICA,202903,692253,460226,7734864,1115
1700009,COPOSA,1,DE TARAPACA,PICA,204041,684227,530920,7697230,3760
1700010,HUARA EN FUERTE BAQUEDANO,1,DE TARAPACA,HUARA,200752,694459,421497,7773470,1100
1700023,CHACARILLA,1,DE TARAPACA,PICA,203911,691937,465954,7716212,1319
1700092,JICA D,1,DE TARAPACA,POZO ALMONTE,200955,694112,428240,7770096,1093
1700093,JICA E,1,DE TARAPACA,POZO ALMONTE,201954,694119,428122,7751673,1043
1700130,MATILLA,1,DE TARAPACA,PICA,203108,692152,462003,7731054,1497
1700131,PICA,1,DE TARAPACA,PICA,202857,691817,468222,7735094,1497
1720004,PUCHULTIZA,1,DE TARAPACA,COLCHANE,192449,685632,506066,7853378,4300
1720006,CHIAPA,1,DE TARAPACA,HUARA,193214,691218,478483,7839737,3155
1730003,RIO COSCAYA EN SAITOCO,1,DE TARAPACA,CAMIGNA,195203,685555,507126,7803184,0
1730007,Q. TARAPACA EN SIBAYA,1,DE TARAPACA,CAMIGNA,194659,690835,485007,7812514,2830
1730015,PAMPA LIRIMA DCP,1,DE TARAPACA,PICA,194555,685129,514870,7814459,5100
1730016,PAMPA LIRIMA,1,DE TARAPACA,PICA,195050,685116,515241,7805390,4076
1730017,POROMA,1,DE TARAPACA,POZO ALMONTE,195218,691056,480917,7802719,2880
1730018,LAGUNILLAS (PAMPA LIRIMA),1,DE TARAPACA,PICA,195527,684925,518464,7796869,4020
1730019,MOCHA,1,DE TARAPACA,HUARA,194852,691644,470811,7809019,2150
1730020,CHUZMIZA,1,DE TARAPACA,HUARA,194108,691105,480628,7823300,3400
1730021,QUEBRADA DE TARAPACA EN TARAPACA,1,DE TARAPACA,IQUIQUE,195531,693035,446654,7796706,1453
1730023,PUNTO CONTROL FLUVIOMETRICO POROMA,1,DE TARAPACA,PICA,195203,691028,481736,7803171,2979
1730024,VOLCAN QUIMSACHATA,1,DE TARAPACA,PICA,194503,684712,522353,7816089,5076
1740001,PARCA,1,DE TARAPACA,POZO ALMONTE,200040,691208,478835,7787266,2650
1740002,CERRO COLORADO,1,DE TARAPACA,POZO ALMONTE,200416,691635,471128,7780896,2510
1750002,SAGASCA,1,DE TARAPACA,POZO ALMONTE,201212,692023,464507,7765953,1822
1750003,MAMI—A,1,DE TARAPACA,POZO ALMONTE,200415,691302,477283,7780665,2730
1770001,COPAQUIRE,1,DE TARAPACA,PICA,205549,685332,511206,7685535,3540
1770002,QUEBRADA CAYA,1,DE TARAPACA,PICA,204512,685603,506853,7705149,3890
1820001,IQUIQUE,1,DE TARAPACA,IQUIQUE,201256,700810,381269,7761811,105
2000001,OLLAGUE,2,DE ANTOFAGASTA,OLLAGUE,211326,681520,577251,7652885,3700
2000002,VOLCAN AUCANQUILCHA,2,DE ANTOFAGASTA,OLLAGUE,211126,682710,556808,7656664,5087
2020001,CEBOLLAR,2,DE ANTOFAGASTA,OLLAGUE,213152,682019,568495,7618895,3730
2020002,ASCOTAN,2,DE ANTOFAGASTA,OLLAGUE,214331,681632,574916,7597414,3970
2101001,RIO LOA ANTES REPRESA LEQUENA,2,DE ANTOFAGASTA,CALAMA,213921,683943,534963,7605223,3315
2101003,LEQUENA,2,DE ANTOFAGASTA,CALAMA,213931,683945,534930,7604914,3320
2102005,QUINCHAMALE,2,DE ANTOFAGASTA,CALAMA,215433,683554,541476,7577188,3080
2103001,"RIO SAN PEDRO EN PARSHALL N""1",2,DE ANTOFAGASTA,CALAMA,215811,682205,565247,7570382,3700
2103007,SAN PEDRO DE CONCHI,2,DE ANTOFAGASTA,CALAMA,215600,683211,547879,7574448,3217
2103008,PARSHALL N 2,2,DE ANTOFAGASTA,CALAMA,215644,683111,549596,7573130,3318
2103009,OJOS SAN PEDRO,2,DE ANTOFAGASTA,CALAMA,215916,682021,568222,7568368,3800
2103010,INACALIRI,2,DE ANTOFAGASTA,CALAMA,220138,680358,596380,7563858,4040
2103012,SILALA,2,DE ANTOFAGASTA,OLLAGUE,220102,680156,599877,7564957,4305
2103014,RIO SILOLI ANTES B.T. FCAB,2,DE ANTOFAGASTA,OLLAGUE,220049,680144,600230,7565333,4000
2104002,RIO LOA EN SALIDA EMBALSE CONCHI,2,DE ANTOFAGASTA,CALAMA,220140,683716,539097,7564037,2950
2104007,CONCHI VIEJO,2,DE ANTOFAGASTA,CALAMA,215737,684254,529426,7571542,3451
2104008,CONCHI EMBALSE,2,DE ANTOFAGASTA,CALAMA,220137,683727,538799,7564139,3010
2104009,CONCHI MURO EMBALSE,2,DE ANTOFAGASTA,CALAMA,220136,683715,539132,7564141,3000
2104010,CHIU-CHIU,2,DE ANTOFAGASTA,CALAMA,222033,683858,536097,7529220,2533
2104013,RIO LOA EN VADO SANTA BARBARA (DOH),2,DE ANTOFAGASTA,CALAMA,215832,683637,540226,7569841,2950
2105001,RIO SALADO A. J. CURTI,2,DE ANTOFAGASTA,CALAMA,221645,681434,578008,7536086,3080
2105002,RIO SALADO EN SIFON AYQUINA,2,DE ANTOFAGASTA,CALAMA,221721,682041,567490,7535006,2980
2105007,RIO TOCONCE ANTES REPRESA SENDOS,2,DE ANTOFAGASTA,CALAMA,221636,680845,588002,7536310,3386
2105014,CUPO,2,DE ANTOFAGASTA,CALAMA,220653,681860,570481,7554308,3370
2105015,TURI,2,DE ANTOFAGASTA,CALAMA,221427,681717,573367,7540311,3070
2105016,LINZOR,2,DE ANTOFAGASTA,CALAMA,221347,680122,600703,7541412,4100
2105017,TOCONCE,2,DE ANTOFAGASTA,CALAMA,221535,681015,585432,7538190,3310
2105018,AYQUINA,2,DE ANTOFAGASTA,CALAMA,221633,681926,569640,7536478,3031
2105019,SIFON AYQUINA,2,DE ANTOFAGASTA,CALAMA,221700,682059,566991,7535635,3000
2105020,SALADO EMBALSE,2,DE ANTOFAGASTA,CALAMA,221707,681212,582062,7535392,3200
2105021,CASPANA,2,DE ANTOFAGASTA,CALAMA,222012,681244,581126,7529664,3260
2105022,EL TATIO,2,DE ANTOFAGASTA,CALAMA,222104,680059,601295,7527990,4370
2105031,AMINCHA,2,DE ANTOFAGASTA,OLLAGUE,211202,682022,568562,7655483,3860
2105037,HITO SILALA,2,DE ANTOFAGASTA,CALAMA,220144,680212,599419,7563661,4242
2105038,turi 7 meteo,2,DE ANTOFAGASTA,CALAMA,221438,681623,574908,7539997,3046
2110001,RIO LOA EN ESCORIAL,2,DE ANTOFAGASTA,CALAMA,222643,685326,511262,7517871,2450
2110004,RIO LOA EN FINCA,2,DE ANTOFAGASTA,CALAMA,223034,685928,500925,7510777,2100
2110013,CALAMA,2,DE ANTOFAGASTA,CALAMA,222710,685423,509639,7517059,2300
2111001,VERTIENTE OJOS DE OPACHE,2,DE ANTOFAGASTA,CALAMA,222902,690006,499828,7513610,2135
2111002,RIO SAN SALVADOR ANTES JUNTA RIO LOA,2,DE ANTOFAGASTA,MARIA ELENA,222348,693138,445719,7523185,1238
2111004,TRANQUE SLOMAN,2,DE ANTOFAGASTA,MARIA ELENA,215102,693050,446897,7583594,2100
2112005,RIO LOA ANTES ZONA AGRICOLA QUILLAGUA,2,DE ANTOFAGASTA,MARIA ELENA,214256,693106,446367,7598541,950
2112008,QUILLAGUA,2,DE ANTOFAGASTA,MARIA ELENA,213919,693208,444573,7605241,802
2112009,COYA SUR,2,DE ANTOFAGASTA,MARIA ELENA,222338,693721,435920,7523409,1250
2113001,RIO HUATACONDO EN COPAQUIRE,1,DE TARAPACA,PICA,205545,685315,511693,7685698,3540
2113005,GUATACONDO DGA,1,DE TARAPACA,POZO ALMONTE,205539,690310,494482,7685867,2460
2210002,TOCOPILLA,2,DE ANTOFAGASTA,TOCOPILLA,220505,701102,377864,7557328,150
2210003,QUEBRADA BARRILES,2,DE ANTOFAGASTA,TOCOPILLA,220449,701100,377912,7557812,107
2240000,LICEO CIENTÕFICO HUMANISTA LA CHIMBA,2,DE ANTOFAGASTA,ANTOFAGASTA,233331,702343,357595,7393946,47
2240001,ESCUELA FUNDACI”N MINERA ESCONDIDA,2,DE ANTOFAGASTA,ANTOFAGASTA,233653,702213,360200,7387754,284
2240002,QUEBRADA LA CHIMBA,2,DE ANTOFAGASTA,ANTOFAGASTA,233332,702343,357589,7393912,33
2240003,QUEBRADA BONILLA,2,DE ANTOFAGASTA,ANTOFAGASTA,233459,702227,359770,7391257,112
2240004,QUEBRADA FARELLONES,2,DE ANTOFAGASTA,ANTOFAGASTA,233705,702220,360011,7387387,185
2240005,QUEBRADA LA CADENA,2,DE ANTOFAGASTA,ANTOFAGASTA,233751,702238,359515,7385967,139
2240006,TK BONILLA,2,DE ANTOFAGASTA,ANTOFAGASTA,233542,702212,360214,7389942,175
2300000,PASO JAMA,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,225520,674205,633173,7464499,4680
2400001,CERRO CHAJNANTOR BAJO,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,225926,674345,630251,7456959,5086
2400002,CERRO CHAJNANTOR CUMBRE,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,225914,674432,628911,7457331,5625
2450000,PASO SICO,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,234919,672624,658907,7364608,4295
2500004,CANAL VILAMA EN VILAMA,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,225223,681052,584003,7470301,2550
2500005,CANAL CUNO EN SOCAIRE,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,233656,675056,617423,7387864,3600
2500006,CANAL TILOMONTE ANTES REPRESA,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,234800,680550,591960,7367619,4000
2500015,TOCONAO RETEN,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,231137,680034,601376,7434668,2460
2500016,TOCONAO EXPERIMENTAL,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,231121,675952,602573,7435183,2500
2500017,CAMAR,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,232431,675743,606057,7410866,2700
2500019,SOCAIRE,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,233516,675330,613092,7390963,3251
2500020,PEINE,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,234055,680401,595137,7380682,2460
2500021,TALABRE,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,231857,675323,613530,7421080,3300
2500025,TOCONAO QUEBRADA 1,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,231304,674843,621559,7431859,3986
2500026,TOCONAO QUEBRADA 4,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,230924,675400,612603,7438712,3465
2500027,TOCONAO PUEBLO,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,231110,680020,601775,7435529,2491
2500028,GUATIN,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,224540,680425,595106,7482627,3155
2500029,SALAR DE ATACAMA N 1,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,234042,681812,571020,7381191,2306
2500030,SALAR DE ATACAMA N 2,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,232931,681645,573586,7401836,2307
2510001,RIO SAN PEDRO EN CUCHABRACHE,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,224933,681201,582059,7475533,2585
2510006,SAN PEDRO DE ATACAMA,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,225344,681044,584632,7468129,2450
2510007,RIO GRANDE,2,DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,223907,681003,585548,7494766,3250
2640001,IMILAC,2,DE ANTOFAGASTA,ANTOFAGASTA,240947,684658,522066,7327668,3000
2650000,SALAR DE IMILAC,2,DE ANTOFAGASTA,ANTOFAGASTA,241148,684653,522201,7323982,2966
2650001,SALAR DE PUNTA NEGRA,2,DE ANTOFAGASTA,ANTOFAGASTA,243296,685502,508382,7283768,2952
2650002,QUEBRADA GUANAQUEROS,2,DE ANTOFAGASTA,ANTOFAGASTA,242630,683311,545305,7296794,4029
2650003,SALAR DE PAJONALES,2,DE ANTOFAGASTA,ANTOFAGASTA,251604,690657,488336,7205396,3951
2660001,MONTURAQUI,2,DE ANTOFAGASTA,ANTOFAGASTA,242029,682607,557288,7307823,3430
2660002,SALAR DE PULAR,2,DE ANTOFAGASTA,ANTOFAGASTA,242026,682640,556357,7307955,3466
2700001,SIERRA GORDA,2,DE ANTOFAGASTA,MARIA ELENA,225327,691917,467047,7468532,1616
2700007,SG 2,2,DE ANTOFAGASTA,CALAMA,224638,684933,517878,7481130,2573
2710002,BAQUEDANO,2,DE ANTOFAGASTA,SIERRA GORDA,231952,695009,414538,7419580,1032
2710003,ANTOFAGASTA,2,DE ANTOFAGASTA,ANTOFAGASTA,233905,702407,357015,7383666,50
2710004,TK CARACOLES,2,DE ANTOFAGASTA,ANTOFAGASTA,233731,702114,361889,7386605,461
2710005,SNyMM1,2,DE ANTOFAGASTA,ANTOFAGASTA,240642,692613,455596,7333341,1583
2760000,QUEBRADA EL TORO,2,DE ANTOFAGASTA,ANTOFAGASTA,234019,702354,357406,7381394,89
2800002,AGUAS BLANCAS,2,DE ANTOFAGASTA,ANTOFAGASTA,240555,695420,407962,7334558,963
2810001,CACHINAL DE LA SIERRA,2,DE ANTOFAGASTA,TALTAL,245740,693112,447507,7239220,2640
2900000,UNIVERSIDAD DE ANTOFAGASTA,2,DE ANTOFAGASTA,ANTOFAGASTA,234207,702515,355138,7378045,30
2900001,QUEBRADA JARDINES DEL SUR,2,DE ANTOFAGASTA,ANTOFAGASTA,234207,702515,355138,7378045,26
2941001,VAQUILLAS,2,DE ANTOFAGASTA,TALTAL,252345,691755,469963,7191149,3250
2942001,AGUAS VERDES,2,DE ANTOFAGASTA,TALTAL,252404,695745,403184,7190296,1560
2943001,TAL-TAL,2,DE ANTOFAGASTA,TALTAL,252426,702911,350495,7189132,9
2943002,TAL-TAL (DCP),2,DE ANTOFAGASTA,TALTAL,252413,702847,351156,7189527,36
2943003,QUEBRADA TALTAL,2,DE ANTOFAGASTA,TALTAL,252413,702847,351156,7189527,90
2960001,SIERRA OVERA,2,DE ANTOFAGASTA,TALTAL,254648,695317,410954,7148340,1900
3003001,SALAR DE LA ISLA,3,DE ATACAMA,DIEGO DE ALMAGRO,253953,683743,537272,7161392,3966
3011001,Salar Grande,3,DE ATACAMA,DIEGO DE ALMAGRO,255952,684059,531719,7124523,3976
3022001,RIO LA OLA EN VERTEDERO,3,DE ATACAMA,DIEGO DE ALMAGRO,262906,690336,494003,7070581,3588
3023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,262113,691047,482064,7085124,3395
3031002,VOLCAN OJOS DEL SALADO BAJO REFUGIO ATACAMA,3,DE ATACAMA,COPIAPO,270307,683207,546098,7007714,5201
3041012,SALAR MARICUNGA,3,DE ATACAMA,COPIAPO,270459,691041,482347,7004353,3783
3104001,QUEBRADA PAN DE AZUCAR,3,DE ATACAMA,DIEGO DE ALMAGRO,260523,692523,457691,7114308,2955
3201001,QUEBRADA POTRERILLOS,3,DE ATACAMA,COPIAPO,262447,693627,439397,7078428,2245
3210001,LAS VEGAS,3,DE ATACAMA,DIEGO DE ALMAGRO,264047,694003,433586,7048863,2250
3212001,EL SALADO,3,DE ATACAMA,CHAGNARAL,262548,701151,380591,7076139,567
3340001,CALDERA,3,DE ATACAMA,CALDERA,270424,704917,319389,7004135,15
3404002,JORQUERA EN LA GUARDIA,3,DE ATACAMA,TIERRA AMARILLA,274455,694018,433805,6930458,2000
3404004,QUEBRADA CARRIZALILLO,3,DE ATACAMA,COPIAPO,274243,694424,427047,6934487,3242
3412001,TORIN EN EL POTRO,3,DE ATACAMA,TIERRA AMARILLA,281636,694453,426633,6871878,2800
3413001,GLACIAR MARANCELES,3,DE ATACAMA,TIERRA AMARILLA,282725,694323,429200,6851957,3985
3414001,RIO PULIDO EN VERTEDERO,3,DE ATACAMA,TIERRA AMARILLA,280520,695634,407371,6892586,1310
3414002,IGLESIA COLORADA,3,DE ATACAMA,TIERRA AMARILLA,280900,695319,412757,6885854,1550
3421001,RIO MANFLAS EN VERTEDERO,3,DE ATACAMA,TIERRA AMARILLA,280932,700022,401219,6884787,1550
3421004,MANFLAS HACIENDA,3,DE ATACAMA,TIERRA AMARILLA,280733,695825,404368,6888488,1410
3430003,RIO COPIAPO EN PASTILLO,3,DE ATACAMA,TIERRA AMARILLA,280123,695838,403934,6899858,1300
3430006,LAUTARO EMBALSE,3,DE ATACAMA,TIERRA AMARILLA,275844,700015,401234,6904740,1110
3430007,LOS LOROS,3,DE ATACAMA,TIERRA AMARILLA,274947,700711,389736,6921171,940
3431001,RIO COPIAPO EN LA PUERTA,3,DE ATACAMA,TIERRA AMARILLA,274827,700742,388860,6923599,915
3431004,ELIBOR CAMPAMENTO,3,DE ATACAMA,TIERRA AMARILLA,274358,701431,377583,6931781,750
3440002,QUEBRADA SAN ANDRES,3,DE ATACAMA,COPIAPO,265333,691507,474979,7025446,3672
3441001,PASTOS GRANDES,3,DE ATACAMA,COPIAPO,270652,693351,444079,7000752,2260
3441002,QUEBRADA PAIPOTE ANTE JUNTA QUEBRADA SAN ANDRES,3,DE ATACAMA,COPIAPO,270815,692247,462371,6998278,3518
3442001,QUEBRADA PAIPOTE CANDELARIA,3,DE ATACAMA,COPIAPO,270628,694257,429045,7001425,1617
3443001,QUEBRADA SAN MIGUEL,3,DE ATACAMA,COPIAPO,272655,694124,431814,6963686,2934
3450004,COPIAPO,3,DE ATACAMA,COPIAPO,272141,702023,367499,6972824,385
3450030,POZO BODEGA,3,DE ATACAMA,COPIAPO,272014,702222,364200,6975466,340
3500001,EstaciÛn MeteorolÛgica Desierto Florido,3,DE ATACAMA,COPIAPO,273235,703123,349612,6952489,445
3604001,EL TOTORAL,3,DE ATACAMA,COPIAPO,275404,705740,306985,6912196,150
3701001,CANTO DE AGUA,3,DE ATACAMA,CALDERA,280859,705139,317260,6884821,330
3800000,PORTEZUELO EL GAUCHO,3,DE ATACAMA,ALTO DEL CARMEN,283735,700250,397636,6832965,4000
3801002,JUNTA VALERIANOS,3,DE ATACAMA,ALTO DEL CARMEN,285407,700337,396624,6802369,1800
3802001,RIO CONAY EN LAS LOZAS,3,DE ATACAMA,ALTO DEL CARMEN,285655,700603,392714,6797210,1570
3802004,LOS TAMBOS,3,DE ATACAMA,ALTO DEL CARMEN,285854,701117,384253,6793418,1400
3802005,CONAY,3,DE ATACAMA,ALTO DEL CARMEN,285829,700913,387596,6794272,1450
3802006,CONAY EN ALBARICOQUE,3,DE ATACAMA,ALTO DEL CARMEN,285711,700700,391179,6796708,1600
3804005,EL PARRAL,3,DE ATACAMA,ALTO DEL CARMEN,290007,701206,382955,6791203,1400
3804006,EL CORRAL,3,DE ATACAMA,ALTO DEL CARMEN,290649,702444,362606,6778607,1820
3804007,JUNTA DEL CARMEN,3,DE ATACAMA,ALTO DEL CARMEN,284634,702823,356207,6815929,821
3806001,RIO TRANSITO ANTES JUNTA RIO CARMEN,3,DE ATACAMA,ALTO DEL CARMEN,284508,702903,355077,6818563,812
3806002,EL TRANSITO,3,DE ATACAMA,ALTO DEL CARMEN,285326,701621,375922,6803474,1100
3814003,RIO CARMEN EN EL CORRAL,3,DE ATACAMA,ALTO DEL CARMEN,290647,702458,362207,6778654,2000
3815002,RIO CARMEN EN PTE. LA MAJADA,3,DE ATACAMA,ALTO DEL CARMEN,285447,702659,358666,6800764,1075
3815004,SAN FELIX,3,DE ATACAMA,ALTO DEL CARMEN,285551,702750,357312,6798782,1150
3820001,RIO HUASCO EN ALGODONES,3,DE ATACAMA,VALLENAR,284352,703023,352890,6820874,750
3820004,SANTA JUANA,3,DE ATACAMA,VALLENAR,284015,703915,338376,6827375,560
